,text,star,Corrected_scent,app_id,reviewDate
2742,Relaxing 😌,5,Relaxing,com.king.candycrushsodasaga,18/03/21
2743,This is good for everyone,4,This is good for everyone.,com.king.candycrushsodasaga,18/03/21
2744,Sweet Candy.,5,Sweet Candy.,com.king.candycrushsodasaga,18/03/21
2745,good game,5,good game.,com.king.candycrushsodasaga,18/03/21
2746,My gold bars magically dissappear without me using them for an extra turn. Has happened a few times. Not cool.,1,My gold bars magically disappear without me using them for an extra turn.,com.king.candycrushsodasaga,18/03/21
2747,Very good,4,Very good.,com.king.candycrushsodasaga,18/03/21
2748,Super game,5,Super Game,com.king.candycrushsodasaga,18/03/21
2749,"my favorite game,i cant stop playing....",5,"My favorite game, I'm not stopping playing....",com.king.candycrushsodasaga,18/03/21
2750,Very fun game better than the crush.,5,"Very fun game, better than the crush.",com.king.candycrushsodasaga,18/03/21
2751,Interesting..,5,Interesting.,com.king.candycrushsodasaga,18/03/21
2752,Good,5,Good,com.king.candycrushsodasaga,18/03/21
2753,Good,5,Good,com.king.candycrushsodasaga,18/03/21
2754,It's a fantastic game I love this game,5,"It's a fantastic game, I love this game.",com.king.candycrushsodasaga,18/03/21
2755,Wariaw habi kango lago laho horikango wari wari lahuba karu ma wakula magi kango lukiro sabura hulo hulo lamura muri muri kukumaro suria lahuba tuku tuku kango kuribo,1,Wariaw habi Kango Lago Laho Hurango Wari wari Lahuba Karu Mawaka magi Kango Lukiro Sabura Hulo Hulo Lamura muri Mi Kukumaro Suria Lahuba Tuku Kango Kuribo,com.king.candycrushsodasaga,18/03/21
2756,The game is interesting but the app is sometimes very slow,3,"The game is interesting, but the app is sometimes very slow.",com.king.candycrushsodasaga,18/03/21
2757,It's downloading bt it's nt installed aftr the dwnld gets cmplte. ..,2,It's downloading bt. It's nt installed aftr. The dwnld gets cmplte.,com.king.candycrushsodasaga,18/03/21
2758,Nice game,5,Nice game.,com.king.candycrushsodasaga,18/03/21
2759,Nice game,5,Nice game.,com.king.candycrushsodasaga,18/03/21
2760,M in love with this game. I love this more the candy crush saga,5,"M in love with this game, I love this more the candy crush saga.",com.king.candycrushsodasaga,18/03/21
2761,This is the most fixed money grab game there is. Just look who makes the game they need to pay for all the ads they put out. TOTAL RIPOFF game and company Run from game,1,This is the most fixed money grab game there is. Just look who makes the game they need to pay for all the ads they put out. Total RipOff game and company Run from game.,com.king.candycrushsodasaga,18/03/21
2762,The game is not responding to any of the moves at LEVEL 1227 I have been trying to complete the game since YESTERDAY But the game is not responding to my moves further MOVE 15!!! Please FIX It,1,"The game is not responding to any of the moves at Level 12:27 I have been trying to complete the game since Thursday, but the game is not responding to my moves further move 1:15! Please fix it.",com.king.candycrushsodasaga,18/03/21
2763,VERY good,5,Very good.,com.king.candycrushsodasaga,18/03/21
2764,Good,4,Good,com.king.candycrushsodasaga,18/03/21
2765,Very good game 👍👍👍👍👍👍👍👍,5,Very good game.,com.king.candycrushsodasaga,18/03/21
2766,Love it,5,Love it.,com.king.candycrushsodasaga,18/03/21
2767,I like it,5,I like it.,com.king.candycrushsodasaga,18/03/21
2768,FdfgSwipe left or right to deleteLong press to edit & lockggx Sxzd fu ddtzD,5,fdfgswipe left or right to delete/long press to edit & lockggx sxzd fdddtzd,com.king.candycrushsodasaga,18/03/21
2769,i love this game im in lv.72 and barry is always lose my brother is lv.46,5,"I love this game, im in lv.72 and Barry is always lose my brother is lv.46.",com.king.candycrushsodasaga,18/03/21
2770,Adults need,5,Adults need,com.king.candycrushsodasaga,18/03/21
2771,good,3,good.,com.king.candycrushsodasaga,18/03/21
2772,Its fun and it kills time,5,"It's fun, and it kills time.",com.king.candycrushsodasaga,18/03/21
2773,Adventure,4,Adventure,com.king.candycrushsodasaga,18/03/21
2774,entertainment,3,entertainment,com.king.candycrushsodasaga,18/03/21
2775,This game is awesome!!,5,This game is awesome!,com.ea.game.simcitymobile_row,18/03/21
2776,The game is perfect for stress management.,3,The game is perfect for stress management.,com.king.candycrushsodasaga,18/03/21
2777,Enjoy it,5,Enjoy it.,com.king.candycrushsodasaga,18/03/21
2778,Love it!,5,Love it!,com.king.candycrushsodasaga,18/03/21
2779,Datereviewatethisapp,5,DateReviewatethisapp,com.king.candycrushsodasaga,18/03/21
2780,Superb,5,Superb,com.king.candycrushsodasaga,18/03/21
2781,Ok,5,Ok.,com.king.candycrushsodasaga,18/03/21
2782,Love for Candy Crush Soda Saga,5,"Love for Candy, Crush, Soda, Saga",com.king.candycrushsodasaga,18/03/21
2783,1 good,1,1) good.,com.king.candycrushsodasaga,18/03/21
2784,Nice Game...👌 This was a amazing game.... 👍,5,Nice Game... This was a amazing game...,com.king.candycrushsodasaga,18/03/21
2785,Nice.,4,Nice.,com.king.candycrushsodasaga,18/03/21
2786,Nice and beautiful and more lovely,5,Nice and beautiful and more lovely.,com.king.candycrushsodasaga,18/03/21
2787,Nice game,3,Nice game.,com.king.candycrushsodasaga,18/03/21
2788,Excellent,5,Excellent.,com.king.candycrushsodasaga,18/03/21
2789,Superrr,5,Superrrr -,com.king.candycrushsodasaga,18/03/21
2790,Always loving ♥️,5,Always loving,com.king.candycrushsodasaga,18/03/21
2791,It's a 5 star game,5,It's a 5 star game.,com.king.candycrushsodasaga,18/03/21
2792,Interesting n struggling,4,Interesting n' struggling.,com.king.candycrushsodasaga,18/03/21
2793,Good,5,Good,com.king.candycrushsodasaga,18/03/21
2794,I play this game and win in 4000 level i like this game,5,I play this game and win in 4.000 level i like this game.,com.king.candycrushsodasaga,18/03/21
2795,Very intersting games i got lots of fun so i am very exited for play the game,5,Very intersting games I got lots of fun so I am very exited for play the game.,com.king.candycrushsodasaga,18/03/21
2796,Good...interesting,5,Good...interesting.,com.king.candycrushsodasaga,18/03/21
2797,Great fun,5,Great fun.,com.king.candycrushsodasaga,18/03/21
2798,It is usfull for all of people,1,It is helpful for all of people.,com.king.candycrushsodasaga,18/03/21
2799,Great game very addictive,5,Great game very addictive.,com.king.candycrushsodasaga,18/03/21
2800,Good fun game,5,Good fun game.,com.king.candycrushsodasaga,18/03/21
2801,Worst app and customer care is more worse we need to wait for morethan 30 mins to talk to customer care executive...never seen such a worst customer care and app is full of bugs because of these bugs we are loosing many opportunities,1,Worst app and customer care is more worse we need to wait for morethan (30 mins) to talk to customer care executive...never seen such a worst customer care and app is full of bugs because of these bugs we are losing many opportunities.,com.sharekhan.androidsharemobile,18/03/21
2802,"After update, App is not working. Crashes when trying to login.",1,"After update, App is not working.",com.sharekhan.androidsharemobile,18/03/21
2803,Not opening,1,Not opening.,com.sharekhan.androidsharemobile,18/03/21
2804,Very good,5,Very good.,com.sharekhan.androidsharemobile,18/03/21
2805,My Sharekhan app not opening after tapping again and again,4,My Sharekhan app not opening after tapping again and again.,com.sharekhan.androidsharemobile,18/03/21
2806,Worst App. Its crashing i am unable to open it.,1,"Worst App. It's crashed, i am unable to open it.",com.sharekhan.androidsharemobile,18/03/21
2807,The brokerage charge is too high. Stay away from Sharekhan 🥵,1,The brokerage charge is too high. Stay away from Sharekhan,com.sharekhan.androidsharemobile,18/03/21
2808,Very Bad why. Point after 4yrs of exp on.sharekhan app. 1. Sharekhan should hire good people in.mgt who are more caring abt client. 2. Tech issue always. So they must know what are the required thing to be added in app feature. 3. Very very bad in term of t&c transparency- you will take loss just due to you are not aware abt the term and condition and unable to see margin inside app. 4. Required elements are missing on trading app. Why you are so lazy guys,1,"Very bad why. Point after 4yrs of exp on.sharekhan app. 1) Sharekhan should hire good people in.mgt, who are more caring abt client. 2) Tech issue always. So they must know what are the required thing to be added in app feature. 3) Very bad in term of t&c transparency. ) You will take loss just due to you are not aware abt the term and condition and unable to see margin inside app. 4) Required elements are missing on trading app. Why you are so lazy guys?",com.sharekhan.androidsharemobile,18/03/21
2809,need to upgrade this app....,3,need to upgrade this app....,com.sharekhan.androidsharemobile,18/03/21
2810,Good,5,Good,com.sharekhan.androidsharemobile,18/03/21
2811,This application has suddenly stopped working..... It doesn't initiate at all.... I get an error 'The app keeps stopping',2,This application has suddenly stopped working..... It doesn't initiate at all.... I get an error. ''The app keeps stopping''.,com.sharekhan.androidsharemobile,18/03/21
2812,Ridiculous app. The customer services never respond incase there's a transaction issue and your money has got stuck. It's has happened a lot of times,1,Ridiculous app. The customer services never respond if there's a transaction issue and your money has got stuck. It's happened a lot of times.,com.sharekhan.androidsharemobile,18/03/21
2813,"Unable to withdrawal funds at every time, worst application i have seen.",1,"unable to withdrawal funds at every time, worst application I have seen.",com.sharekhan.androidsharemobile,18/03/21
2814,After update its not working,1,"After update, it's not working.",com.sharekhan.androidsharemobile,18/03/21
2815,Plese help me,5,Plese help me.,com.tencent.mm,18/03/21
2816,Good app,3,Good app.,com.tencent.mm,18/03/21
2817,Worse apps ever existed,1,Worse apps ever existed.,com.tencent.mm,18/03/21
2818,Love to use wechat,5,Love to use Twitter.,com.tencent.mm,18/03/21
2819,"Good, better, best,",5,"Good, better, and best.",com.tencent.mm,18/03/21
2820,I love it 😍,5,I love it.,com.tencent.mm,18/03/21
2821,Bad app,1,Bad app.,com.tencent.mm,18/03/21
2822,REALLY COOL my cousin in China is so far away from me and I'm able to speak with her really well!,5,Really cool my cousin in China is so far from me and I'm able to speak with her really well.,com.tencent.mm,18/03/21
2823,Take up too much space... App size keep growing and not able to reduce even deleting files or chat.. something is wrong with this app,1,Take up too much space... App size keep growing and not able to reduce even deletion files or chat.,com.tencent.mm,18/03/21
